			log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000234771.3	ENSG00000234771	3	-0.9687794	0.252271039	-3.840232324	0.000122918	0.001587888
ENSG00000130635.14	ENSG00000130635	14	-0.968947795	0.201176727	-4.81640104	1.46E-06	4.48E-05
ENSG00000111087.8	ENSG00000111087	8	-0.970559567	0.2352477	-4.12569206	3.70E-05	0.00061631
ENSG00000148225.14	ENSG00000148225	14	-0.971953336	0.340968535	-2.850566064	0.004364148	0.023994383
ENSG00000278910.2	ENSG00000278910	2	-0.97283061	0.351451731	-2.768034769	0.005639544	0.029141271
ENSG00000260735.1	ENSG00000260735	1	-0.974079799	0.252407879	-3.859149731	0.000113782	0.001493747
ENSG00000232300.1	ENSG00000232300	1	-0.974495154	0.266509918	-3.656506149	0.000255676	0.002825099
ENSG00000141622.12	ENSG00000141622	12	-0.974686442	0.236608992	-4.119397295	3.80E-05	0.000628835
ENSG00000122778.8	ENSG00000122778	8	-0.975314045	0.233266741	-4.181110599	2.90E-05	0.000505203
ENSG00000182685.6	ENSG00000182685	6	-0.976667653	0.281485436	-3.469691597	0.000521056	0.004883381
ENSG00000111676.13	ENSG00000111676	13	-0.976822098	0.1888558	-5.172317173	2.31E-07	9.41E-06
ENSG00000142675.16	ENSG00000142675	16	-0.976905155	0.32943034	-2.965437717	0.003022525	0.018356116
ENSG00000132470.12	ENSG00000132470	12	-0.977116155	0.35671397	-2.739214717	0.006158614	0.031034396
ENSG00000261221.3	ENSG00000261221	3	-0.97717776	0.209375048	-4.667116577	3.05E-06	8.41E-05
ENSG00000105245.8	ENSG00000105245	8	-0.977270083	0.288986429	-3.381716178	0.000720345	0.00624153
ENSG00000188613.6	ENSG00000188613	6	-0.977382608	0.270361827	-3.615090998	0.000300242	0.003205493
ENSG00000167280.15	ENSG00000167280	15	-0.978016157	0.242052216	-4.040517269	5.33E-05	0.000827224
ENSG00000099958.13	ENSG00000099958	13	-0.978811314	0.350458111	-2.792948094	0.005223007	0.027539053
ENSG00000142798.15	ENSG00000142798	15	-0.978869448	0.220595862	-4.437388073	9.11E-06	0.000201227
ENSG00000128159.10	ENSG00000128159	10	-0.979413731	0.229203402	-4.273120393	1.93E-05	0.000364715
ENSG00000103034.13	ENSG00000103034	13	-0.979493833	0.270537233	-3.620550941	0.000293976	0.003159678
ENSG00000267281.2	ENSG00000267281	2	-0.979528024	0.273705408	-3.578767522	0.000345218	0.003560426
ENSG00000220785.6	ENSG00000220785	6	-0.979543054	0.242720148	-4.0356891	5.44E-05	0.00083844
ENSG00000267280.4	ENSG00000267280	4	-0.979921673	0.295967503	-3.310909683	0.000929932	0.007584062
ENSG00000205790.1	ENSG00000205790	1	-0.980067216	0.379907931	-2.579749291	0.009887207	0.044415354
ENSG00000100302.6	ENSG00000100302	6	-0.980087908	0.310777339	-3.15366594	0.001612335	0.01156998
ENSG00000260121.1	ENSG00000260121	1	-0.980193681	0.232832268	-4.209870431	2.56E-05	0.000456521
ENSG00000076555.14	ENSG00000076555	14	-0.981388762	0.227902352	-4.306180936	1.66E-05	0.000324246
ENSG00000105662.14	ENSG00000105662	14	-0.981436752	0.252533504	-3.886362548	0.000101758	0.001363275
ENSG00000166963.11	ENSG00000166963	11	-0.981449265	0.31028984	-3.163008063	0.00156148	0.011290473
ENSG00000180354.14	ENSG00000180354	14	-0.981491599	0.303067534	-3.238524388	0.001201497	0.009236233
ENSG00000260261.1	ENSG00000260261	1	-0.981668279	0.315281844	-3.113621341	0.001848065	0.012841758
ENSG00000175920.14	ENSG00000175920	14	-0.982022256	0.325763969	-3.014520786	0.002573856	0.016378559
ENSG00000143195.11	ENSG00000143195	11	-0.983337284	0.338876383	-2.901758088	0.00371075	0.021351224
ENSG00000121753.11	ENSG00000121753	11	-0.985488044	0.335654188	-2.936021893	0.003324509	0.01974236
ENSG00000126895.12	ENSG00000126895	12	-0.986269647	0.338602152	-2.912768392	0.003582402	0.020838905
ENSG00000224975.1	ENSG00000224975	1	-0.986272553	0.346243128	-2.84849712	0.004392625	0.024107257
ENSG00000218891.4	ENSG00000218891	4	-0.987226691	0.232430577	-4.247404545	2.16E-05	0.000397942
ENSG00000228157.4	ENSG00000228157	4	-0.988182095	0.246610959	-4.007048584	6.15E-05	0.000918507
ENSG00000166183.14	ENSG00000166183	14	-0.988194097	0.224341435	-4.404866619	1.06E-05	0.00022859
ENSG00000102886.13	ENSG00000102886	13	-0.988536213	0.28828214	-3.429058118	0.00060568	0.005470827
ENSG00000196123.11	ENSG00000196123	11	-0.989259164	0.250119988	-3.955138389	7.65E-05	0.001089511
ENSG00000126603.7	ENSG00000126603	7	-0.989388324	0.207339234	-4.771833604	1.83E-06	5.45E-05
ENSG00000175147.10	ENSG00000175147	10	-0.989589035	0.391267652	-2.529186937	0.011432712	0.049407895
ENSG00000280407.2	ENSG00000280407	2	-0.989784743	0.264710274	-3.739124777	0.000184662	0.002181255
ENSG00000267100.1	ENSG00000267100	1	-0.99034614	0.247142891	-4.00718036	6.14E-05	0.000918507
ENSG00000204410.13	ENSG00000204410	13	-0.990492034	0.325817442	-3.040021515	0.002365612	0.015403641
ENSG00000141527.15	ENSG00000141527	15	-0.991266018	0.371353004	-2.669336202	0.007600133	0.036550652
ENSG00000247373.3	ENSG00000247373	3	-0.991510354	0.255618159	-3.87887292	0.000104942	0.001398091
ENSG00000269890.1	ENSG00000269890	1	-0.991826616	0.349793459	-2.835463586	0.004575923	0.024882265
ENSG00000066735.13	ENSG00000066735	13	-0.992329923	0.229077675	-4.331849115	1.48E-05	0.000296011
ENSG00000104885.16	ENSG00000104885	16	-0.992922031	0.192105501	-5.168628816	2.36E-07	9.55E-06
ENSG00000213366.11	ENSG00000213366	11	-0.99327884	0.295104375	-3.36585603	0.000763065	0.006516767
ENSG00000243762.1	ENSG00000243762	1	-0.993366037	0.302564451	-3.283155161	0.001026521	0.008141353
ENSG00000198720.11	ENSG00000198720	11	-0.993414938	0.245484019	-4.046760124	5.19E-05	0.000810187
ENSG00000224660.1	ENSG00000224660	1	-0.993673302	0.218158454	-4.554823716	5.24E-06	0.000130778
ENSG00000064270.11	ENSG00000064270	11	-0.994091784	0.344973581	-2.881646125	0.003956038	0.022375668
ENSG00000186907.6	ENSG00000186907	6	-0.994721928	0.308758086	-3.221687049	0.001274382	0.00965629
ENSG00000145217.12	ENSG00000145217	12	-0.994737605	0.275084952	-3.616110584	0.000299063	0.003199875
ENSG00000277013.1	ENSG00000277013	1	-0.995176075	0.288679421	-3.447339864	0.000566136	0.005198219
ENSG00000269918.1	ENSG00000269918	1	-0.99571553	0.335525103	-2.967633483	0.003001019	0.018264493
ENSG00000251201.7	ENSG00000251201	7	-0.996145251	0.285768192	-3.485850695	0.000490575	0.00467216
ENSG00000233198.3	ENSG00000233198	3	-0.996849318	0.345925772	-2.881685608	0.003955542	0.022375668
ENSG00000234773.5	ENSG00000234773	5	-0.997112654	0.33773729	-2.952332134	0.003153835	0.018971351
ENSG00000196498.12	ENSG00000196498	12	-0.997233094	0.189027772	-5.27559037	1.32E-07	5.91E-06
ENSG00000137343.16	ENSG00000137343	16	-0.997997478	0.256700766	-3.887785356	0.000101163	0.001357708
ENSG00000174951.9	ENSG00000174951	9	-0.998368021	0.28250788	-3.533947521	0.000409402	0.004065801
ENSG00000099814.14	ENSG00000099814	14	-0.998424605	0.277061726	-3.603617935	0.000313818	0.003314678
ENSG00000260091.1	ENSG00000260091	1	-0.999155132	0.393455642	-2.539435265	0.011103159	0.048350891
ENSG00000240731.1	ENSG00000240731	1	-0.999231512	0.387553674	-2.57830484	0.009928637	0.044539934
ENSG00000162105.15	ENSG00000162105	15	-0.999437053	0.275714386	-3.624899912	0.000289073	0.003119909
ENSG00000232973.10	ENSG00000232973	10	-0.999998127	0.345907506	-2.890940817	0.003840904	0.021894983
ENSG00000279803.1	ENSG00000279803	1	-1.000150322	0.350455828	-2.853855585	0.004319216	0.023822146
ENSG00000230454.1	ENSG00000230454	1	-1.0006878	0.302762407	-3.305191713	0.000949115	0.007704426
ENSG00000105429.11	ENSG00000105429	11	-1.001725613	0.207888673	-4.818567547	1.45E-06	4.46E-05
ENSG00000244119.1	ENSG00000244119	1	-1.00250339	0.334071779	-3.00086225	0.002692163	0.016928646
ENSG00000104899.5	ENSG00000104899	5	-1.002571559	0.338212273	-2.964326373	0.003033464	0.018402905
ENSG00000187260.14	ENSG00000187260	14	-1.002779083	0.266660202	-3.760512731	0.000169565	0.002038906
ENSG00000139200.12	ENSG00000139200	12	-1.003055284	0.25723481	-3.899376152	9.64E-05	0.001310559
ENSG00000068615.15	ENSG00000068615	15	-1.003337733	0.265322857	-3.781572923	0.000155841	0.001911447
ENSG00000238018.2	ENSG00000238018	2	-1.003485031	0.296824968	-3.380729851	0.000722936	0.006249903
ENSG00000198198.12	ENSG00000198198	12	-1.003628761	0.211438112	-4.746678605	2.07E-06	6.02E-05
ENSG00000241644.2	ENSG00000241644	2	-1.004592431	0.264628254	-3.796240258	0.000146907	0.001835291
ENSG00000132793.10	ENSG00000132793	10	-1.005280567	0.251528795	-3.996681839	6.42E-05	0.000947603
ENSG00000214021.14	ENSG00000214021	14	-1.005984799	0.272930532	-3.68586391	0.000227928	0.002573462
ENSG00000250067.10	ENSG00000250067	10	-1.006205762	0.241052694	-4.174214965	2.99E-05	0.000516795
ENSG00000170390.13	ENSG00000170390	13	-1.00652178	0.291787258	-3.449505596	0.000561614	0.005165034
ENSG00000162913.9	ENSG00000162913	9	-1.006882333	0.322382749	-3.123251285	0.00178865	0.012538726
ENSG00000235770.4	ENSG00000235770	4	-1.006919692	0.26949784	-3.736281119	0.000186762	0.002200349
ENSG00000079974.16	ENSG00000079974	16	-1.007420272	0.352772293	-2.855723908	0.004293883	0.023728423
ENSG00000174326.10	ENSG00000174326	10	-1.007557216	0.317361395	-3.174794516	0.001499426	0.010924661
ENSG00000279283.1	ENSG00000279283	1	-1.007787513	0.320137226	-3.147986028	0.001643996	0.011737963
ENSG00000235437.6	ENSG00000235437	6	-1.00795317	0.203781771	-4.946238148	7.57E-07	2.57E-05
ENSG00000225339.3	ENSG00000225339	3	-1.009503127	0.281931139	-3.580672682	0.000342711	0.003544199
ENSG00000196220.14	ENSG00000196220	14	-1.009833514	0.321397692	-3.142006119	0.001677945	0.011924978
ENSG00000182492.14	ENSG00000182492	14	-1.010108065	0.189946235	-5.317863042	1.05E-07	4.82E-06
ENSG00000186919.11	ENSG00000186919	11	-1.010140443	0.284994686	-3.544418516	0.00039348	0.003938608
ENSG00000173210.18	ENSG00000173210	18	-1.010777	0.258822565	-3.905289328	9.41E-05	0.001288925
ENSG00000197580.10	ENSG00000197580	10	-1.011509828	0.387328204	-2.611505742	0.009014447	0.041468644
ENSG00000086015.19	ENSG00000086015	19	-1.012575933	0.25375209	-3.990414162	6.60E-05	0.000968604
ENSG00000115468.10	ENSG00000115468	10	-1.012809627	0.359806417	-2.814873721	0.00487964	0.026171153
ENSG00000248275.1	ENSG00000248275	1	-1.013057664	0.273655471	-3.701945594	0.000213953	0.002450924
ENSG00000171163.14	ENSG00000171163	14	-1.013206692	0.254687783	-3.97823045	6.94E-05	0.001009174
ENSG00000111077.16	ENSG00000111077	16	-1.013872267	0.22008904	-4.606645862	4.09E-06	0.0001074
ENSG00000225630.1	ENSG00000225630	1	-1.014100462	0.230591736	-4.39781788	1.09E-05	0.000234633
ENSG00000260729.1	ENSG00000260729	1	-1.014140422	0.319905906	-3.170120973	0.001523755	0.011081057
ENSG00000182472.7	ENSG00000182472	7	-1.01420286	0.296494528	-3.420646126	0.000624726	0.00558226
ENSG00000130304.15	ENSG00000130304	15	-1.014301155	0.234858192	-4.318781243	1.57E-05	0.000309212
ENSG00000185442.11	ENSG00000185442	11	-1.015044566	0.252460184	-4.020612469	5.80E-05	0.000879671
ENSG00000197467.12	ENSG00000197467	12	-1.015057278	0.325079915	-3.122485372	0.00179331	0.012563658
ENSG00000080947.13	ENSG00000080947	13	-1.015676234	0.274211949	-3.703982402	0.000212241	0.002436223
ENSG00000128591.14	ENSG00000128591	14	-1.015859311	0.246279946	-4.12481538	3.71E-05	0.000617797
ENSG00000278918.1	ENSG00000278918	1	-1.016856782	0.365370975	-2.783080354	0.005384547	0.028168939
ENSG00000077274.8	ENSG00000077274	8	-1.017389028	0.274901465	-3.700922534	0.000214817	0.002455884
ENSG00000146067.14	ENSG00000146067	14	-1.018947832	0.234009315	-4.354304571	1.33E-05	0.000271295
ENSG00000262292.2	ENSG00000262292	2	-1.019012797	0.2956427	-3.446771385	0.000567328	0.00520497
ENSG00000273270.1	ENSG00000273270	1	-1.021777335	0.225898295	-4.52317418	6.09E-06	0.000145655
ENSG00000047578.11	ENSG00000047578	11	-1.022262458	0.354901005	-2.880415785	0.00397151	0.022453928
ENSG00000103197.15	ENSG00000103197	15	-1.023302431	0.215023077	-4.759035385	1.95E-06	5.73E-05
ENSG00000135097.5	ENSG00000135097	5	-1.023660654	0.310167008	-3.300353123	0.000965632	0.007789979
ENSG00000133475.15	ENSG00000133475	15	-1.023762723	0.395009707	-2.591740672	0.009549172	0.043299912
ENSG00000272668.1	ENSG00000272668	1	-1.024151556	0.380081742	-2.694556044	0.007048247	0.034453955
ENSG00000226232.7	ENSG00000226232	7	-1.025539922	0.312918183	-3.277342061	0.001047893	0.008267643
ENSG00000099994.10	ENSG00000099994	10	-1.026770675	0.266434691	-3.853742433	0.000116326	0.001519112
ENSG00000106133.16	ENSG00000106133	16	-1.026886219	0.25733746	-3.990426501	6.60E-05	0.000968604
ENSG00000197483.9	ENSG00000197483	9	-1.026944503	0.246753461	-4.161824104	3.16E-05	0.000539919
ENSG00000180139.11	ENSG00000180139	11	-1.027519318	0.343167725	-2.994218991	0.002751484	0.017182243
ENSG00000024422.10	ENSG00000024422	10	-1.027590146	0.235266558	-4.367769707	1.26E-05	0.000260925
ENSG00000279662.1	ENSG00000279662	1	-1.02798252	0.296041239	-3.472430134	0.000515769	0.004843209
ENSG00000159708.16	ENSG00000159708	16	-1.028107244	0.265272019	-3.875671643	0.000106331	0.001410435
ENSG00000276259.1	ENSG00000276259	1	-1.028192066	0.402654313	-2.553535457	0.010663542	0.046878911
ENSG00000175785.11	ENSG00000175785	11	-1.028293772	0.357975227	-2.872527748	0.004072023	0.022829407
ENSG00000004660.13	ENSG00000004660	13	-1.028615462	0.232760021	-4.419210202	9.91E-06	0.000216189
ENSG00000168993.13	ENSG00000168993	13	-1.029242882	0.351386194	-2.929093116	0.003399526	0.020051828
ENSG00000107611.13	ENSG00000107611	13	-1.029422266	0.321448652	-3.202446984	0.001362654	0.010152774
ENSG00000101104.11	ENSG00000101104	11	-1.029826719	0.264926081	-3.88722286	0.000101398	0.001360055
ENSG00000196275.12	ENSG00000196275	12	-1.030279748	0.245705137	-4.193155092	2.75E-05	0.000484664
ENSG00000269113.3	ENSG00000269113	3	-1.031457089	0.270392519	-3.814665784	0.000136367	0.001731173
ENSG00000204301.6	ENSG00000204301	6	-1.031875409	0.225549691	-4.574936032	4.76E-06	0.000121754
ENSG00000263072.4	ENSG00000263072	4	-1.033496689	0.254815374	-4.055864724	4.99E-05	0.000783314
ENSG00000186174.11	ENSG00000186174	11	-1.034284103	0.196784362	-5.255926297	1.47E-07	6.42E-06
ENSG00000103260.7	ENSG00000103260	7	-1.035344061	0.349226996	-2.964673614	0.003030042	0.018387049
ENSG00000187792.4	ENSG00000187792	4	-1.036167996	0.232172358	-4.462925757	8.08E-06	0.000181894
ENSG00000198932.11	ENSG00000198932	11	-1.036251213	0.274241713	-3.77860538	0.000157709	0.001928949
ENSG00000243156.6	ENSG00000243156	6	-1.037345664	0.208130409	-4.984113897	6.22E-07	2.17E-05
ENSG00000184925.10	ENSG00000184925	10	-1.037708455	0.346532241	-2.994550958	0.002748491	0.017168266
ENSG00000250510.6	ENSG00000250510	6	-1.039587106	0.379544001	-2.739042385	0.006161843	0.031043795
ENSG00000143127.11	ENSG00000143127	11	-1.039883669	0.301846838	-3.445070609	0.00057091	0.005233174
ENSG00000105650.20	ENSG00000105650	20	-1.040074059	0.344358349	-3.020324788	0.002525038	0.016135571
ENSG00000233609.3	ENSG00000233609	3	-1.040830958	0.393713645	-2.643624299	0.008202364	0.038630709
ENSG00000072163.17	ENSG00000072163	17	-1.041209344	0.231402207	-4.499565316	6.81E-06	0.000158184
ENSG00000198712.1	ENSG00000198712	1	-1.041519225	0.232639231	-4.476971578	7.57E-06	0.00017233
ENSG00000143224.16	ENSG00000143224	16	-1.041770953	0.324803173	-3.207391556	0.001339445	0.010029098
ENSG00000198763.3	ENSG00000198763	3	-1.041944831	0.20394368	-5.10898318	3.24E-07	1.25E-05
ENSG00000245849.5	ENSG00000245849	5	-1.04512916	0.263553462	-3.965529996	7.32E-05	0.001050331
ENSG00000203883.6	ENSG00000203883	6	-1.045162405	0.214532435	-4.871815321	1.11E-06	3.57E-05
ENSG00000005206.15	ENSG00000005206	15	-1.045192389	0.303066544	-3.448722435	0.000563245	0.005175854
ENSG00000006047.11	ENSG00000006047	11	-1.045439243	0.272138798	-3.841566323	0.000122252	0.001581076
ENSG00000105737.8	ENSG00000105737	8	-1.046434973	0.410387473	-2.549870649	0.010776289	0.047280243
ENSG00000139880.18	ENSG00000139880	18	-1.047199976	0.256869842	-4.076772769	4.57E-05	0.000730449
ENSG00000081853.14	ENSG00000081853	14	-1.048131673	0.330700403	-3.169429677	0.001527384	0.011096814
ENSG00000144504.14	ENSG00000144504	14	-1.049469212	0.386123231	-2.717964443	0.00656849	0.032540131
ENSG00000272849.1	ENSG00000272849	1	-1.049718859	0.338944122	-3.097026298	0.001954725	0.013393575
ENSG00000268069.2	ENSG00000268069	2	-1.050737373	0.381759368	-2.752355175	0.005916831	0.03020919
ENSG00000177728.13	ENSG00000177728	13	-1.051114143	0.217524242	-4.832170121	1.35E-06	4.22E-05
ENSG00000114770.15	ENSG00000114770	15	-1.052186344	0.323914214	-3.248348786	0.001160769	0.008989936
ENSG00000186204.13	ENSG00000186204	13	-1.053242606	0.413376613	-2.547900805	0.010837328	0.047448625
ENSG00000128011.4	ENSG00000128011	4	-1.053365758	0.273256132	-3.854865947	0.000115793	0.001513687
ENSG00000254665.1	ENSG00000254665	1	-1.054043559	0.276773696	-3.808322731	0.000139913	0.001770256
ENSG00000142235.7	ENSG00000142235	7	-1.054057788	0.330421305	-3.190041836	0.001422522	0.010472007
ENSG00000170190.14	ENSG00000170190	14	-1.055557931	0.293681173	-3.594230842	0.000325351	0.003409272
ENSG00000205913.5	ENSG00000205913	5	-1.056296227	0.403210201	-2.619716031	0.008800301	0.040711195
ENSG00000261135.1	ENSG00000261135	1	-1.056669158	0.413256056	-2.556935687	0.010559874	0.046519034
ENSG00000259522.2	ENSG00000259522	2	-1.056782993	0.388175996	-2.722432619	0.006480325	0.032213398
ENSG00000197291.7	ENSG00000197291	7	-1.057186438	0.296106681	-3.570289037	0.000356588	0.003654501
ENSG00000198938.2	ENSG00000198938	2	-1.057543534	0.200831437	-5.26582665	1.40E-07	6.17E-06
ENSG00000273729.1	ENSG00000273729	1	-1.058568174	0.239001498	-4.429127776	9.46E-06	0.00020808
ENSG00000157654.16	ENSG00000157654	16	-1.058816767	0.262691495	-4.030647303	5.56E-05	0.000850303
ENSG00000220008.3	ENSG00000220008	3	-1.059911537	0.405617359	-2.613082289	0.008972969	0.04132795
ENSG00000165125.16	ENSG00000165125	16	-1.060071827	0.348277887	-3.043752897	0.00233647	0.015273614
ENSG00000169031.17	ENSG00000169031	17	-1.06019402	0.339973619	-3.118459674	0.00181799	0.012678031
ENSG00000107331.15	ENSG00000107331	15	-1.061089801	0.212489962	-4.99359965	5.93E-07	2.09E-05
ENSG00000198590.10	ENSG00000198590	10	-1.061209509	0.418973772	-2.532878143	0.011313027	0.049020965
ENSG00000037757.12	ENSG00000037757	12	-1.061794235	0.231605981	-4.584485392	4.55E-06	0.000117985
ENSG00000143624.12	ENSG00000143624	12	-1.062013514	0.22715719	-4.675236176	2.94E-06	8.16E-05
ENSG00000255585.3	ENSG00000255585	3	-1.064527673	0.397007259	-2.681380878	0.007331901	0.035538488
ENSG00000196876.12	ENSG00000196876	12	-1.064658795	0.382163488	-2.785872613	0.005338385	0.027991779
ENSG00000251322.6	ENSG00000251322	6	-1.065160374	0.21298177	-5.001180974	5.70E-07	2.02E-05
ENSG00000168010.9	ENSG00000168010	9	-1.065794792	0.205803192	-5.178708761	2.23E-07	9.13E-06
ENSG00000130940.13	ENSG00000130940	13	-1.065849988	0.206488515	-5.161788243	2.45E-07	9.84E-06
ENSG00000248923.1	ENSG00000248923	1	-1.066715534	0.363138673	-2.93748811	0.003308829	0.019665594
ENSG00000271858.4	ENSG00000271858	4	-1.067820306	0.39167032	-2.72632429	0.006404404	0.031927908
ENSG00000162804.12	ENSG00000162804	12	-1.067992303	0.240765004	-4.435828657	9.17E-06	0.000202493
ENSG00000231160.8	ENSG00000231160	8	-1.067996062	0.288740614	-3.698807897	0.000216614	0.002471468
ENSG00000166987.13	ENSG00000166987	13	-1.069600808	0.201658945	-5.304008758	1.13E-07	5.16E-06
ENSG00000214140.9	ENSG00000214140	9	-1.070565989	0.307600382	-3.480379263	0.000500704	0.004731701
ENSG00000143178.11	ENSG00000143178	11	-1.071191274	0.290280275	-3.690196558	0.000224081	0.002541269
ENSG00000160360.10	ENSG00000160360	10	-1.072331585	0.234270382	-4.577324612	4.71E-06	0.000120778
ENSG00000013588.5	ENSG00000013588	5	-1.072351955	0.230006501	-4.662268017	3.13E-06	8.55E-05
ENSG00000188779.9	ENSG00000188779	9	-1.073525277	0.377416791	-2.844402531	0.00444948	0.024375224
ENSG00000149716.11	ENSG00000149716	11	-1.074064437	0.216432441	-4.96258524	6.96E-07	2.39E-05
ENSG00000235613.2	ENSG00000235613	2	-1.074155257	0.422006555	-2.545352069	0.010916761	0.047749291
ENSG00000166833.18	ENSG00000166833	18	-1.074209851	0.211562296	-5.077510846	3.82E-07	1.43E-05
ENSG00000271895.2	ENSG00000271895	2	-1.075100195	0.263436152	-4.081065516	4.48E-05	0.000720631
ENSG00000185513.13	ENSG00000185513	13	-1.07596001	0.288597192	-3.728241435	0.000192821	0.002256546
ENSG00000130827.6	ENSG00000130827	6	-1.076607958	0.214649686	-5.015651213	5.29E-07	1.90E-05
ENSG00000105376.4	ENSG00000105376	4	-1.076866409	0.322172087	-3.342519266	0.000830216	0.00693694
ENSG00000186399.10	ENSG00000186399	10	-1.077505761	0.371314887	-2.901865232	0.003709481	0.021351224
ENSG00000279066.1	ENSG00000279066	1	-1.077926745	0.364536836	-2.95697619	0.003106721	0.018742429
ENSG00000185920.14	ENSG00000185920	14	-1.077928263	0.239299636	-4.50451276	6.65E-06	0.000155646
ENSG00000182489.8	ENSG00000182489	8	-1.078664292	0.406252333	-2.655158395	0.007927118	0.037648271
ENSG00000257474.4	ENSG00000257474	4	-1.078954896	0.362141056	-2.979377454	0.002888347	0.017784516
ENSG00000198838.10	ENSG00000198838	10	-1.079413007	0.329380265	-3.277102856	0.001048782	0.008271783
ENSG00000186409.13	ENSG00000186409	13	-1.080281091	0.423766507	-2.549236604	0.010795903	0.047357167
ENSG00000172987.11	ENSG00000172987	11	-1.081013069	0.317986224	-3.399559436	0.000674945	0.005935713
ENSG00000255198.4	ENSG00000255198	4	-1.08171807	0.331831189	-3.259844482	0.001114733	0.008683627
ENSG00000214860.4	ENSG00000214860	4	-1.082129476	0.370085145	-2.924001381	0.003455632	0.020285192
ENSG00000127415.11	ENSG00000127415	11	-1.08218021	0.256908094	-4.212324302	2.53E-05	0.000452299
ENSG00000229018.5	ENSG00000229018	5	-1.082516699	0.422690547	-2.561014688	0.010436694	0.046137121
ENSG00000157388.12	ENSG00000157388	12	-1.084417192	0.307771158	-3.523452942	0.000425963	0.004179208
ENSG00000269318.1	ENSG00000269318	1	-1.085091391	0.374497519	-2.897459496	0.003761983	0.021596535
ENSG00000214176.8	ENSG00000214176	8	-1.085442587	0.250346196	-4.335766247	1.45E-05	0.000292072
ENSG00000138834.11	ENSG00000138834	11	-1.08580932	0.23921787	-4.538997529	5.65E-06	0.000137779
ENSG00000143434.14	ENSG00000143434	14	-1.086321369	0.25263705	-4.299928967	1.71E-05	0.000330975
ENSG00000047662.4	ENSG00000047662	4	-1.086352768	0.343187378	-3.165479962	0.001548273	0.011216358
ENSG00000165269.11	ENSG00000165269	11	-1.086631212	0.352569038	-3.082038113	0.002055885	0.013908877
ENSG00000228544.1	ENSG00000228544	1	-1.08670236	0.339434289	-3.201510266	0.001367092	0.010179179
ENSG00000197162.9	ENSG00000197162	9	-1.086789018	0.208914413	-5.20207773	1.97E-07	8.25E-06
ENSG00000140718.17	ENSG00000140718	17	-1.087477963	0.311501315	-3.491086273	0.000481061	0.004600802
ENSG00000105717.12	ENSG00000105717	12	-1.08905502	0.321064761	-3.392010435	0.000693818	0.006055477
ENSG00000114554.10	ENSG00000114554	10	-1.091021259	0.205705638	-5.303798517	1.13E-07	5.16E-06
ENSG00000016391.9	ENSG00000016391	9	-1.091120822	0.254971647	-4.279380995	1.87E-05	0.000355789
ENSG00000142303.12	ENSG00000142303	12	-1.091405933	0.24872313	-4.388035542	1.14E-05	0.00024309
ENSG00000112139.13	ENSG00000112139	13	-1.091699664	0.291312982	-3.747514634	0.000178595	0.002127257
ENSG00000138002.13	ENSG00000138002	13	-1.092346439	0.349517124	-3.125301638	0.001776228	0.012470853
ENSG00000198106.8	ENSG00000198106	8	-1.093877165	0.385805095	-2.835310314	0.004578119	0.024888262
ENSG00000167880.6	ENSG00000167880	6	-1.095360803	0.241444664	-4.536695018	5.71E-06	0.000138813
ENSG00000269352.1	ENSG00000269352	1	-1.096139914	0.253636317	-4.32169938	1.55E-05	0.000306994
ENSG00000074855.9	ENSG00000074855	9	-1.097570073	0.212392494	-5.167649997	2.37E-07	9.58E-06
ENSG00000237037.8	ENSG00000237037	8	-1.097660369	0.283580209	-3.870722762	0.000108513	0.001434737
ENSG00000265298.1	ENSG00000265298	1	-1.098868381	0.280392721	-3.919033191	8.89E-05	0.001232432
ENSG00000188878.15	ENSG00000188878	15	-1.099002987	0.294047015	-3.737507721	0.000185853	0.002192758
ENSG00000272734.1	ENSG00000272734	1	-1.099356898	0.240501063	-4.571110339	4.85E-06	0.000123384
ENSG00000241288.6	ENSG00000241288	6	-1.099887636	0.346057963	-3.178333558	0.001481242	0.010822774
ENSG00000214548.13	ENSG00000214548	13	-1.100239695	0.255364927	-4.30849963	1.64E-05	0.000321693
ENSG00000121068.12	ENSG00000121068	12	-1.101009298	0.216310345	-5.089952104	3.58E-07	1.36E-05
ENSG00000135253.12	ENSG00000135253	12	-1.101217476	0.270209219	-4.07542526	4.59E-05	0.000733661
ENSG00000204060.5	ENSG00000204060	5	-1.101511201	0.354843844	-3.104213923	0.001907853	0.013143631
ENSG00000215481.7	ENSG00000215481	7	-1.101534854	0.374737431	-2.939484459	0.003287588	0.019588666
ENSG00000279198.1	ENSG00000279198	1	-1.101719707	0.328001967	-3.358881399	0.000782586	0.006636823
ENSG00000105426.13	ENSG00000105426	13	-1.10241747	0.238706663	-4.618293659	3.87E-06	0.000102167
ENSG00000137103.15	ENSG00000137103	15	-1.103760168	0.252858426	-4.36513106	1.27E-05	0.00026301
ENSG00000236397.3	ENSG00000236397	3	-1.103772218	0.433933979	-2.543640902	0.01097038	0.04789179
ENSG00000229481.2	ENSG00000229481	2	-1.104101426	0.330816198	-3.337507149	0.000845335	0.007031926
ENSG00000259040.4	ENSG00000259040	4	-1.104442055	0.409244053	-2.698736967	0.006960317	0.03410959
ENSG00000148826.8	ENSG00000148826	8	-1.104676151	0.360366015	-3.065428219	0.002173585	0.014538687
