			log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000150337.12	ENSG00000150337	12	2.066346277	0.457661695	4.515008141	6.33E-06	0.000210518
ENSG00000233030.2	ENSG00000233030	2	2.064258263	0.508853588	4.056684105	4.98E-05	0.001087928
ENSG00000274421.1	ENSG00000274421	1	2.060449606	0.619722487	3.324793997	0.000884839	0.009273398
ENSG00000234287.1	ENSG00000234287	1	2.058608741	0.47263379	4.355610593	1.33E-05	0.00038688
ENSG00000261056.2	ENSG00000261056	2	2.057314764	0.635461324	3.237513735	0.001205761	0.011615073
ENSG00000234975.6	ENSG00000234975	6	2.057117111	0.446599322	4.606180548	4.10E-06	0.000149147
ENSG00000237276.7	ENSG00000237276	7	2.055116499	0.43225202	4.754440472	1.99E-06	8.32E-05
ENSG00000196188.9	ENSG00000196188	9	2.054693108	0.542961992	3.784230093	0.000154185	0.002575327
ENSG00000163519.12	ENSG00000163519	12	2.051295801	0.592087987	3.464511771	0.000531195	0.006353989
ENSG00000133136.4	ENSG00000133136	4	2.050013327	0.728286731	2.814843713	0.004880096	0.031007152
ENSG00000149633.10	ENSG00000149633	10	2.046657278	0.462999895	4.42042709	9.85E-06	0.000304081
ENSG00000273352.1	ENSG00000273352	1	2.045356789	0.590303661	3.464923099	0.000530383	0.006349871
ENSG00000271882.1	ENSG00000271882	1	2.040950848	0.785390916	2.598643307	0.009359297	0.049821205
ENSG00000236217.4	ENSG00000236217	4	2.039593388	0.769264013	2.651356823	0.00801691	0.044517446
ENSG00000226421.1	ENSG00000226421	1	2.038641718	0.700685338	2.909496757	0.003620111	0.025157413
ENSG00000146677.7	ENSG00000146677	7	2.036835919	0.37585817	5.41916095	5.99E-08	4.38E-06
ENSG00000130813.16	ENSG00000130813	16	2.03473726	0.247797324	8.211296346	2.19E-16	9.91E-14
ENSG00000255059.1	ENSG00000255059	1	2.034401228	0.671617674	3.02910615	0.002452785	0.019113569
ENSG00000267222.1	ENSG00000267222	1	2.030584018	0.693305151	2.928846	0.003402229	0.024080657
ENSG00000186818.11	ENSG00000186818	11	2.029797345	0.591170034	3.433525429	0.000595786	0.006930273
ENSG00000140379.7	ENSG00000140379	7	2.029216348	0.497704133	4.077153901	4.56E-05	0.001022903
ENSG00000155307.16	ENSG00000155307	16	2.028430868	0.460053248	4.409121939	1.04E-05	0.000317508
ENSG00000225338.1	ENSG00000225338	1	2.027453794	0.492288582	4.118425386	3.81E-05	0.000889496
ENSG00000238755.3	ENSG00000238755	3	2.026805746	0.632262182	3.205641271	0.001347619	0.012588743
ENSG00000226533.1	ENSG00000226533	1	2.025637399	0.71326817	2.839938026	0.00451223	0.029373287
ENSG00000219201.4	ENSG00000219201	4	2.023143782	0.717033374	2.821547582	0.004779255	0.030603481
ENSG00000196611.4	ENSG00000196611	4	2.021853241	0.339121053	5.962039884	2.49E-09	2.76E-07
ENSG00000228278.3	ENSG00000228278	3	2.021844608	0.36949837	5.471863396	4.45E-08	3.45E-06
ENSG00000163644.13	ENSG00000163644	13	2.021602144	0.292734186	6.905931187	4.99E-12	1.17E-09
ENSG00000162772.15	ENSG00000162772	15	2.02147375	0.405197672	4.988858253	6.07E-07	3.19E-05
ENSG00000229153.4	ENSG00000229153	4	2.020351751	0.643724256	3.138536	0.001697941	0.014807243
ENSG00000189398.5	ENSG00000189398	5	2.016681368	0.637892393	3.161475807	0.001569719	0.013976206
ENSG00000120251.17	ENSG00000120251	17	2.016576896	0.632892079	3.186288725	0.001441107	0.013168452
ENSG00000188375.4	ENSG00000188375	4	2.014605653	0.589582217	3.417005455	0.00063314	0.007235697
ENSG00000196859.6	ENSG00000196859	6	2.014481635	0.753962554	2.671859	0.007543234	0.042512851
ENSG00000233045.1	ENSG00000233045	1	2.009410646	0.650731166	3.087927474	0.002015577	0.016749201
ENSG00000223549.1	ENSG00000223549	1	2.009346321	0.68367832	2.939023019	0.003292486	0.023540819
ENSG00000251562.6	ENSG00000251562	6	2.006951774	0.657924252	3.050429846	0.002285141	0.018237668
ENSG00000267510.1	ENSG00000267510	1	2.006352227	0.561158015	3.575378364	0.000349722	0.004712396
ENSG00000241532.1	ENSG00000241532	1	2.006181883	0.675561896	2.96964926	0.002981399	0.021948432
ENSG00000180211.5	ENSG00000180211	5	2.006107687	0.433071391	4.632279404	3.62E-06	0.000134767
ENSG00000264501.2	ENSG00000264501	2	2.00536053	0.576922373	3.475962494	0.000509023	0.00617818
ENSG00000038945.13	ENSG00000038945	13	2.001422919	0.479003986	4.178301178	2.94E-05	0.000717465
ENSG00000171094.14	ENSG00000171094	14	1.999071619	0.68509259	2.917958315	0.003523314	0.024629655
ENSG00000227482.1	ENSG00000227482	1	1.998547777	0.700863402	2.851551059	0.00435065	0.028602469
ENSG00000214612.3	ENSG00000214612	3	1.998449169	0.462917934	4.317070097	1.58E-05	0.000445557
ENSG00000127074.13	ENSG00000127074	13	1.997305657	0.323237234	6.179070501	6.45E-10	8.67E-08
ENSG00000213790.2	ENSG00000213790	2	1.997102422	0.568132651	3.515204448	0.000439416	0.005554548
ENSG00000234065.2	ENSG00000234065	2	1.995262963	0.560022396	3.562827091	0.000366882	0.004888433
ENSG00000275620.1	ENSG00000275620	1	1.993937962	0.567958952	3.510707872	0.000446915	0.00562058
ENSG00000185338.4	ENSG00000185338	4	1.993492538	0.357660059	5.573707462	2.49E-08	2.12E-06
ENSG00000164342.11	ENSG00000164342	11	1.990129046	0.36532178	5.447605796	5.11E-08	3.88E-06
ENSG00000257315.1	ENSG00000257315	1	1.98920296	0.683053641	2.91222071	0.00358869	0.024990196
ENSG00000145287.9	ENSG00000145287	9	1.986848907	0.452207066	4.393670633	1.11E-05	0.000335655
ENSG00000078579.8	ENSG00000078579	8	1.98471485	0.595528102	3.332697223	0.000860085	0.009077003
ENSG00000154874.13	ENSG00000154874	13	1.984628282	0.647204932	3.06646038	0.002166095	0.017599269
ENSG00000254893.4	ENSG00000254893	4	1.983963099	0.744186999	2.665947003	0.007677179	0.043088572
ENSG00000237186.1	ENSG00000237186	1	1.983562114	0.5747958	3.450898765	0.000558723	0.00659041
ENSG00000166741.6	ENSG00000166741	6	1.979010917	0.492854344	4.015407269	5.93E-05	0.00125452
ENSG00000152766.5	ENSG00000152766	5	1.976318986	0.580117791	3.406754656	0.000657402	0.007450281
ENSG00000234883.3	ENSG00000234883	3	1.974786346	0.510461228	3.868631422	0.000109448	0.002000776
ENSG00000198019.11	ENSG00000198019	11	1.974622642	0.456442383	4.326115884	1.52E-05	0.000435333
ENSG00000248863.2	ENSG00000248863	2	1.973702703	0.525735998	3.754170743	0.000173916	0.002802157
ENSG00000232739.1	ENSG00000232739	1	1.97345225	0.723226958	2.728676285	0.006358909	0.037617215
ENSG00000225964.4	ENSG00000225964	4	1.972839637	0.477036045	4.135619637	3.54E-05	0.000836017
ENSG00000233762.3	ENSG00000233762	3	1.972089495	0.411579701	4.791513016	1.66E-06	7.15E-05
ENSG00000279502.1	ENSG00000279502	1	1.971318836	0.701858383	2.808713102	0.004973995	0.031496172
ENSG00000267074.1	ENSG00000267074	1	1.970804364	0.462052702	4.265323749	2.00E-05	0.000531866
ENSG00000277027.1	ENSG00000277027	1	1.967375933	0.523631008	3.757179966	0.000171839	0.00277527
ENSG00000251537.4	ENSG00000251537	4	1.96600697	0.489364625	4.017468505	5.88E-05	0.001245539
ENSG00000182759.3	ENSG00000182759	3	1.963636648	0.654344707	3.00092081	0.002691646	0.020404806
ENSG00000138496.15	ENSG00000138496	15	1.959356726	0.216255877	9.060362889	1.30E-19	8.03E-17
ENSG00000230581.2	ENSG00000230581	2	1.958820859	0.687455406	2.849378799	0.004380469	0.028749806
ENSG00000270972.1	ENSG00000270972	1	1.956574917	0.735886566	2.658799614	0.007841959	0.043796631
ENSG00000239917.3	ENSG00000239917	3	1.952820787	0.601270918	3.247821789	0.001162921	0.011335036
ENSG00000168961.15	ENSG00000168961	15	1.952114687	0.362501814	5.385117016	7.24E-08	5.16E-06
ENSG00000231120.3	ENSG00000231120	3	1.951573898	0.693326398	2.8147982	0.004880787	0.031007152
ENSG00000267152.1	ENSG00000267152	1	1.95121368	0.405003052	4.817775248	1.45E-06	6.46E-05
ENSG00000229677.1	ENSG00000229677	1	1.950230216	0.324817647	6.004077167	1.92E-09	2.24E-07
ENSG00000224356.4	ENSG00000224356	4	1.947864866	0.587072773	3.317927447	0.00090688	0.009440882
ENSG00000229133.1	ENSG00000229133	1	1.947536287	0.623051285	3.12580414	0.001773196	0.015286852
ENSG00000223583.1	ENSG00000223583	1	1.947160003	0.476331972	4.087821341	4.35E-05	0.00098738
ENSG00000170627.8	ENSG00000170627	8	1.94663222	0.508089721	3.831276519	0.00012748	0.002235635
ENSG00000253683.1	ENSG00000253683	1	1.943555177	0.658019528	2.953643614	0.003140464	0.022786101
ENSG00000202198.1	ENSG00000202198	1	1.943433763	0.57441362	3.383335103	0.000716112	0.007935485
ENSG00000146425.9	ENSG00000146425	9	1.943375457	0.299262177	6.493889334	8.36E-11	1.48E-08
ENSG00000243592.1	ENSG00000243592	1	1.942553477	0.674067086	2.881839981	0.003953605	0.026742945
ENSG00000213394.3	ENSG00000213394	3	1.941515292	0.714958334	2.715564248	0.006616294	0.038635344
ENSG00000166035.9	ENSG00000166035	9	1.941170222	0.40759588	4.762487347	1.91E-06	8.05E-05
ENSG00000229989.3	ENSG00000229989	3	1.940810728	0.565230257	3.433663902	0.000595482	0.006930273
ENSG00000279946.1	ENSG00000279946	1	1.938812888	0.73884872	2.624099948	0.008687829	0.047125572
ENSG00000234838.3	ENSG00000234838	3	1.938216341	0.738748497	2.623648438	0.008699353	0.047161522
ENSG00000259831.1	ENSG00000259831	1	1.935816158	0.573735503	3.374056767	0.000740691	0.008156007
ENSG00000151838.10	ENSG00000151838	10	1.933536319	0.635728469	3.041449948	0.002354417	0.018565382
ENSG00000232295.6	ENSG00000232295	6	1.927832265	0.34994901	5.508894757	3.61E-08	2.90E-06
ENSG00000125255.6	ENSG00000125255	6	1.924512103	0.422158582	4.558742105	5.15E-06	0.000178081
ENSG00000138135.6	ENSG00000138135	6	1.922319114	0.604949027	3.177654692	0.001484715	0.013466535
ENSG00000260145.1	ENSG00000260145	1	1.922298535	0.655146469	2.9341508	0.003344617	0.023803121
ENSG00000213399.3	ENSG00000213399	3	1.922123743	0.574469091	3.34591325	0.00082012	0.008759482
ENSG00000218175.2	ENSG00000218175	2	1.919093417	0.510292474	3.760771546	0.00016939	0.002747153
ENSG00000215899.3	ENSG00000215899	3	1.913306325	0.622908928	3.071566707	0.002129386	0.017404073
ENSG00000242318.1	ENSG00000242318	1	1.912697059	0.614108999	3.114588877	0.001842015	0.015730376
ENSG00000259706.1	ENSG00000259706	1	1.911808772	0.45363343	4.214435367	2.50E-05	0.000633289
ENSG00000268812.3	ENSG00000268812	3	1.91180834	0.618200896	3.092535701	0.001984544	0.016567341
ENSG00000213886.3	ENSG00000213886	3	1.911692732	0.404337586	4.727961979	2.27E-06	9.18E-05
ENSG00000162490.6	ENSG00000162490	6	1.909103371	0.391465207	4.876814938	1.08E-06	5.12E-05
ENSG00000137628.15	ENSG00000137628	15	1.906266405	0.255531274	7.460012142	8.65E-14	2.76E-11
ENSG00000274570.3	ENSG00000274570	3	1.905949954	0.606085928	3.144686033	0.001662652	0.014564957
ENSG00000280403.1	ENSG00000280403	1	1.905899882	0.4751225	4.011386285	6.04E-05	0.001270759
ENSG00000253626.3	ENSG00000253626	3	1.904830302	0.381357534	4.994867373	5.89E-07	3.11E-05
ENSG00000227145.1	ENSG00000227145	1	1.904532127	0.579639357	3.285719137	0.001017224	0.0102845
ENSG00000212232.1	ENSG00000212232	1	1.901710023	0.60352621	3.150998239	0.001627135	0.014346201
ENSG00000254415.3	ENSG00000254415	3	1.900579427	0.651066293	2.919179579	0.00350954	0.024571301
ENSG00000238172.2	ENSG00000238172	2	1.896965921	0.654995739	2.896150015	0.003777718	0.025927665
ENSG00000276085.1	ENSG00000276085	1	1.893517666	0.655137406	2.890260348	0.003849229	0.026232891
ENSG00000182326.13	ENSG00000182326	13	1.893429577	0.280324866	6.754411777	1.43E-11	3.12E-09
ENSG00000271917.1	ENSG00000271917	1	1.893104629	0.614701542	3.079713484	0.002071998	0.017106032
ENSG00000067066.15	ENSG00000067066	15	1.890357679	0.267818851	7.058344362	1.68E-12	4.36E-10
ENSG00000229927.2	ENSG00000229927	2	1.889097339	0.627005781	3.012886635	0.002587756	0.019846522
ENSG00000224354.2	ENSG00000224354	2	1.886627954	0.689390213	2.736661933	0.006206604	0.037022924
ENSG00000163016.8	ENSG00000163016	8	1.884969904	0.442208999	4.262622217	2.02E-05	0.000537032
ENSG00000266371.1	ENSG00000266371	1	1.884588647	0.611589461	3.081460305	0.002059879	0.01703398
ENSG00000204866.7	ENSG00000204866	7	1.883570442	0.694906725	2.710537075	0.006717434	0.039099869
ENSG00000238133.5	ENSG00000238133	5	1.881850071	0.710712653	2.647835328	0.008100897	0.044864603
ENSG00000257298.1	ENSG00000257298	1	1.881553339	0.587805366	3.200980204	0.001369609	0.012737227
ENSG00000280258.1	ENSG00000280258	1	1.879346686	0.566395548	3.31808167	0.00090638	0.009440877
ENSG00000130224.13	ENSG00000130224	13	1.87787003	0.297964419	6.302329772	2.93E-10	4.35E-08
ENSG00000059378.11	ENSG00000059378	11	1.877500984	0.317660775	5.910396027	3.41E-09	3.68E-07
ENSG00000099715.13	ENSG00000099715	13	1.871674048	0.501451207	3.732514796	0.000189578	0.002980251
ENSG00000105559.10	ENSG00000105559	10	1.86944086	0.292034361	6.401441434	1.54E-10	2.52E-08
ENSG00000227615.1	ENSG00000227615	1	1.868981657	0.356054872	5.249139403	1.53E-07	9.88E-06
ENSG00000143942.4	ENSG00000143942	4	1.865199971	0.32263451	5.781154574	7.42E-09	7.46E-07
ENSG00000175879.8	ENSG00000175879	8	1.863517827	0.501654549	3.714743208	0.00020341	0.003146718
ENSG00000228169.3	ENSG00000228169	3	1.861936226	0.568608404	3.274549255	0.001058307	0.010587209
ENSG00000243609.1	ENSG00000243609	1	1.860052399	0.673196995	2.763013522	0.005727039	0.034835429
ENSG00000171551.10	ENSG00000171551	10	1.858638278	0.58676317	3.167612373	0.001536963	0.01379156
ENSG00000154589.5	ENSG00000154589	5	1.858581106	0.36765414	5.055243236	4.30E-07	2.35E-05
ENSG00000187398.10	ENSG00000187398	10	1.857048626	0.580516401	3.198959793	0.001379244	0.012809287
ENSG00000254017.1	ENSG00000254017	1	1.856523889	0.612808721	3.029532422	0.002449326	0.019096749
ENSG00000129226.12	ENSG00000129226	12	1.85607125	0.508008259	3.653624164	0.000258565	0.003776295
ENSG00000119508.16	ENSG00000119508	16	1.855756963	0.387172597	4.793099974	1.64E-06	7.10E-05
ENSG00000108679.11	ENSG00000108679	11	1.855132975	0.363473592	5.103900296	3.33E-07	1.89E-05
ENSG00000272308.1	ENSG00000272308	1	1.851861798	0.522607155	3.5435064	0.000394844	0.005159177
ENSG00000105825.10	ENSG00000105825	10	1.850897875	0.435513185	4.249923858	2.14E-05	0.0005591
ENSG00000179038.8	ENSG00000179038	8	1.850873289	0.627037068	2.951776513	0.003159515	0.022887528
ENSG00000242858.1	ENSG00000242858	1	1.85065788	0.67190228	2.754355707	0.005880781	0.035558741
ENSG00000056291.16	ENSG00000056291	16	1.850654067	0.564699898	3.277234643	0.001048292	0.01051971
ENSG00000213261.3	ENSG00000213261	3	1.849467301	0.663809953	2.786139755	0.005333987	0.03311757
ENSG00000280291.1	ENSG00000280291	1	1.849273238	0.638178673	2.897735879	0.00375867	0.025849181
ENSG00000122862.4	ENSG00000122862	4	1.847723228	0.433542447	4.261920006	2.03E-05	0.000538196
ENSG00000145642.10	ENSG00000145642	10	1.845576378	0.512546017	3.600801329	0.000317238	0.004392339
ENSG00000237135.1	ENSG00000237135	1	1.844782516	0.694197104	2.657433323	0.007873816	0.043920374
ENSG00000203812.2	ENSG00000203812	2	1.84411578	0.408498646	4.51437428	6.35E-06	0.000210891
ENSG00000280092.1	ENSG00000280092	1	1.841979359	0.633282235	2.908623136	0.003630242	0.025189149
ENSG00000156234.7	ENSG00000156234	7	1.840968479	0.533076893	3.453476416	0.000553411	0.006551893
ENSG00000243504.1	ENSG00000243504	1	1.839303096	0.551535109	3.334879439	0.000853364	0.009029239
ENSG00000267387.1	ENSG00000267387	1	1.838360737	0.379830041	4.839956137	1.30E-06	5.88E-05
ENSG00000116194.11	ENSG00000116194	11	1.83339635	0.228205815	8.033959824	9.44E-16	4.14E-13
ENSG00000257520.1	ENSG00000257520	1	1.832434897	0.623646003	2.93826127	0.003300587	0.023581866
ENSG00000175592.7	ENSG00000175592	7	1.830090052	0.584001584	3.133707343	0.001726129	0.014980926
ENSG00000217241.1	ENSG00000217241	1	1.828306083	0.621860971	2.940056007	0.003281529	0.023483336
ENSG00000172936.11	ENSG00000172936	11	1.827660688	0.32028823	5.706299871	1.15E-08	1.11E-06
ENSG00000215472.8	ENSG00000215472	8	1.826237709	0.296677285	6.155637116	7.48E-10	9.72E-08
ENSG00000228532.4	ENSG00000228532	4	1.825787735	0.56526304	3.229978975	0.001237993	0.011841579
ENSG00000241741.1	ENSG00000241741	1	1.823040511	0.509562314	3.577659611	0.000346685	0.004679751
ENSG00000145864.11	ENSG00000145864	11	1.820753734	0.486368105	3.743571409	0.000181423	0.002892228
ENSG00000267809.1	ENSG00000267809	1	1.820665825	0.645376928	2.821089115	0.004786091	0.030613834
ENSG00000272181.1	ENSG00000272181	1	1.820625643	0.698134239	2.607844654	0.009111429	0.048810535
ENSG00000124201.13	ENSG00000124201	13	1.818384578	0.319354005	5.693946366	1.24E-08	1.18E-06
ENSG00000182050.12	ENSG00000182050	12	1.817696486	0.538135155	3.377769449	0.000730763	0.008069586
ENSG00000136881.10	ENSG00000136881	10	1.812751229	0.620562181	2.92114358	0.003487491	0.024467377
ENSG00000171051.7	ENSG00000171051	7	1.811860183	0.608541603	2.977380964	0.002907225	0.021583703
ENSG00000213326.4	ENSG00000213326	4	1.807389749	0.418065271	4.323223844	1.54E-05	0.000438462
ENSG00000264546.1	ENSG00000264546	1	1.806475138	0.457717254	3.946705355	7.92E-05	0.001569271
ENSG00000267369.1	ENSG00000267369	1	1.805728144	0.387840519	4.655852222	3.23E-06	0.000122926
ENSG00000236120.5	ENSG00000236120	5	1.805506835	0.402174158	4.489365617	7.14E-06	0.000232959
ENSG00000101132.8	ENSG00000101132	8	1.803133334	0.293296176	6.147824226	7.86E-10	1.01E-07
ENSG00000266644.1	ENSG00000266644	1	1.803047008	0.670380374	2.689587998	0.007154028	0.040939368
ENSG00000215319.2	ENSG00000215319	2	1.801214981	0.692133105	2.602411252	0.009257077	0.04942384
ENSG00000223960.5	ENSG00000223960	5	1.801206008	0.281400192	6.400869863	1.54E-10	2.52E-08
ENSG00000125538.10	ENSG00000125538	10	1.800702382	0.672337085	2.678273179	0.007400284	0.041944818
ENSG00000179157.4	ENSG00000179157	4	1.796881822	0.618684197	2.904360302	0.003680044	0.025450202
ENSG00000243518.1	ENSG00000243518	1	1.796039732	0.686704968	2.615445958	0.008911102	0.047991691
ENSG00000136634.5	ENSG00000136634	5	1.795635953	0.589276498	3.047187455	0.002309936	0.018347782
ENSG00000272851.1	ENSG00000272851	1	1.79530462	0.294569343	6.094675703	1.10E-09	1.35E-07
ENSG00000259004.1	ENSG00000259004	1	1.791640047	0.589002654	3.04181999	0.002351525	0.018553346
ENSG00000002549.11	ENSG00000002549	11	1.786761839	0.347592656	5.140390078	2.74E-07	1.63E-05
ENSG00000227836.1	ENSG00000227836	1	1.785561143	0.581258775	3.071886774	0.002127104	0.017399211
ENSG00000280156.1	ENSG00000280156	1	1.784389977	0.445188675	4.008165699	6.12E-05	0.001283618
ENSG00000181074.3	ENSG00000181074	3	1.781306019	0.605337498	2.942665909	0.003253994	0.023359134
ENSG00000271204.1	ENSG00000271204	1	1.780131326	0.543141875	3.277470227	0.001047418	0.01051482
ENSG00000230593.3	ENSG00000230593	3	1.779519333	0.538150277	3.306733095	0.000943908	0.009727335
ENSG00000129048.6	ENSG00000129048	6	1.778163662	0.352408138	5.045750853	4.52E-07	2.45E-05
ENSG00000235151.1	ENSG00000235151	1	1.774980179	0.67905302	2.613905139	0.008951389	0.048141847
ENSG00000233270.1	ENSG00000233270	1	1.774866055	0.501780237	3.537138219	0.000404488	0.005244828
ENSG00000277209.1	ENSG00000277209	1	1.774476579	0.607159596	2.92258673	0.003471369	0.024442651
ENSG00000073756.10	ENSG00000073756	10	1.772635539	0.376756523	4.704989643	2.54E-06	0.000100828
ENSG00000154898.14	ENSG00000154898	14	1.769977075	0.644024289	2.748307953	0.005990372	0.036049722
ENSG00000134758.12	ENSG00000134758	12	1.769681639	0.266268271	6.646235521	3.01E-11	5.92E-09
ENSG00000137571.9	ENSG00000137571	9	1.769409196	0.479000493	3.693961114	0.000220788	0.003339658
ENSG00000254829.1	ENSG00000254829	1	1.767524431	0.474795262	3.722708652	0.000197097	0.00307332
ENSG00000231703.2	ENSG00000231703	2	1.764435649	0.460817325	3.828926461	0.000128703	0.002255632
ENSG00000219451.3	ENSG00000219451	3	1.764209478	0.542048927	3.254705234	0.001135101	0.01113982
ENSG00000143977.12	ENSG00000143977	12	1.763607845	0.258320723	6.827202349	8.66E-12	1.93E-09
ENSG00000186806.5	ENSG00000186806	5	1.761957389	0.293398826	6.0053321	1.91E-09	2.24E-07
ENSG00000213704.3	ENSG00000213704	3	1.761031312	0.485579012	3.626662743	0.000287108	0.004053683
ENSG00000123975.4	ENSG00000123975	4	1.75928873	0.238719576	7.369687734	1.71E-13	5.28E-11
ENSG00000239713.6	ENSG00000239713	6	1.758734267	0.354684949	4.958581615	7.10E-07	3.64E-05
ENSG00000261997.1	ENSG00000261997	1	1.758585359	0.646145341	2.72165602	0.006495572	0.038157688
ENSG00000173193.12	ENSG00000173193	12	1.757923002	0.276066121	6.367760711	1.92E-10	3.05E-08
ENSG00000229132.2	ENSG00000229132	2	1.756837566	0.548152574	3.20501563	0.001350551	0.012603137
ENSG00000133321.9	ENSG00000133321	9	1.755639119	0.338919302	5.180109569	2.22E-07	1.35E-05
ENSG00000267160.1	ENSG00000267160	1	1.754035812	0.63101802	2.779692109	0.005441046	0.033592276
ENSG00000273272.1	ENSG00000273272	1	1.753950362	0.472436771	3.712561065	0.000205173	0.003163035
ENSG00000123685.7	ENSG00000123685	7	1.752998487	0.367660194	4.767985532	1.86E-06	7.92E-05
ENSG00000164430.14	ENSG00000164430	14	1.751897752	0.385896262	4.539815293	5.63E-06	0.000191425
ENSG00000214975.4	ENSG00000214975	4	1.751359413	0.525929541	3.330026698	0.000868377	0.009132578
ENSG00000269967.1	ENSG00000269967	1	1.751321912	0.652649384	2.683403914	0.007287691	0.04142779
ENSG00000137757.9	ENSG00000137757	9	1.749811495	0.645556803	2.710546133	0.00671725	0.039099869
ENSG00000279802.1	ENSG00000279802	1	1.748322209	0.663264433	2.635935417	0.00839057	0.045946404
ENSG00000233966.1	ENSG00000233966	1	1.748076639	0.53752273	3.252098084	0.001145565	0.011206074
ENSG00000250714.3	ENSG00000250714	3	1.747240344	0.536902006	3.254300271	0.001136721	0.011151685
ENSG00000228205.1	ENSG00000228205	1	1.746950868	0.504469865	3.462943952	0.0005343	0.006382696
ENSG00000146006.7	ENSG00000146006	7	1.745202631	0.361288899	4.830490597	1.36E-06	6.14E-05
ENSG00000140511.10	ENSG00000140511	10	1.744583315	0.482435284	3.616201741	0.000298957	0.004192658
ENSG00000256338.2	ENSG00000256338	2	1.741927726	0.491802417	3.541925916	0.000397217	0.005170292
ENSG00000184260.5	ENSG00000184260	5	1.740512313	0.403116363	4.317642435	1.58E-05	0.000444983
ENSG00000236986.5	ENSG00000236986	5	1.740424961	0.607125245	2.866665446	0.004148213	0.027714264
ENSG00000278879.1	ENSG00000278879	1	1.740337359	0.588410313	2.9576935	0.003099501	0.022573179
ENSG00000267740.4	ENSG00000267740	4	1.739706244	0.400497757	4.343860147	1.40E-05	0.000404157
ENSG00000272755.1	ENSG00000272755	1	1.739221812	0.517996726	3.357592287	0.000786245	0.008519483
ENSG00000223387.5	ENSG00000223387	5	1.738075114	0.592065043	2.935615155	0.00332887	0.023735775
ENSG00000189195.8	ENSG00000189195	8	1.737473374	0.51668024	3.36276335	0.000771665	0.008411828
ENSG00000254721.1	ENSG00000254721	1	1.735483768	0.492242048	3.52567152	0.000422411	0.00540244
ENSG00000230732.4	ENSG00000230732	4	1.734039066	0.625102022	2.774009689	0.005537003	0.034022322
ENSG00000126353.3	ENSG00000126353	3	1.731888321	0.592232796	2.924337071	0.003451907	0.024353907
ENSG00000197536.9	ENSG00000197536	9	1.728176164	0.286936142	6.02285982	1.71E-09	2.04E-07
ENSG00000162692.9	ENSG00000162692	9	1.727831819	0.374678157	4.611509333	4.00E-06	0.000145763
ENSG00000138435.13	ENSG00000138435	13	1.726741249	0.545761997	3.163908917	0.001556655	0.013900899
ENSG00000235174.1	ENSG00000235174	1	1.724957795	0.592354123	2.912038132	0.003590788	0.0249984
ENSG00000086065.12	ENSG00000086065	12	1.724903549	0.223717925	7.710171405	1.26E-14	4.55E-12
ENSG00000258033.1	ENSG00000258033	1	1.724699901	0.650874345	2.649820066	0.008053465	0.044656537
ENSG00000124635.8	ENSG00000124635	8	1.723767869	0.492449997	3.500391674	0.000464575	0.005797051
ENSG00000135697.8	ENSG00000135697	8	1.722760467	0.48809596	3.529552812	0.000416263	0.005351526
ENSG00000236533.1	ENSG00000236533	1	1.720963963	0.520142262	3.308640904	0.0009375	0.00967966
ENSG00000279404.1	ENSG00000279404	1	1.72008437	0.592618274	2.902516584	0.003701776	0.025561447
ENSG00000215184.2	ENSG00000215184	2	1.719418236	0.640832374	2.683101395	0.007294287	0.04144516
ENSG00000236878.1	ENSG00000236878	1	1.71816282	0.566060561	3.035298583	0.002402977	0.018806356
ENSG00000173626.8	ENSG00000173626	8	1.718040393	0.350587621	4.900459371	9.56E-07	4.72E-05
ENSG00000141664.8	ENSG00000141664	8	1.717086447	0.250642014	6.850752674	7.35E-12	1.66E-09
ENSG00000166710.16	ENSG00000166710	16	1.717074199	0.295046009	5.819682846	5.90E-09	6.09E-07
ENSG00000104213.11	ENSG00000104213	11	1.71351458	0.336896689	5.086172212	3.65E-07	2.05E-05
ENSG00000272463.1	ENSG00000272463	1	1.711641415	0.349368754	4.899240116	9.62E-07	4.74E-05
ENSG00000257950.3	ENSG00000257950	3	1.711608432	0.44542545	3.842637264	0.000121719	0.002169623
ENSG00000017427.14	ENSG00000017427	14	1.711494596	0.334266833	5.120144835	3.05E-07	1.78E-05
ENSG00000230037.1	ENSG00000230037	1	1.707842594	0.538234718	3.173044283	0.001508495	0.013633042
ENSG00000274629.1	ENSG00000274629	1	1.707723396	0.489780665	3.486710518	0.000489	0.006003651
ENSG00000257907.2	ENSG00000257907	2	1.706044834	0.584022326	2.921197973	0.003486882	0.024467377
ENSG00000233705.5	ENSG00000233705	5	1.705197553	0.623668881	2.73413923	0.006254359	0.037193447
ENSG00000181374.6	ENSG00000181374	6	1.702921797	0.48209483	3.532337814	0.000411903	0.005306569
ENSG00000226525.5	ENSG00000226525	5	1.70208301	0.540696792	3.147943608	0.001644234	0.014449114
ENSG00000233597.3	ENSG00000233597	3	1.697891822	0.41801364	4.061809618	4.87E-05	0.001070135
ENSG00000264707.1	ENSG00000264707	1	1.696910356	0.537320877	3.158094966	0.001588038	0.014093125
ENSG00000280011.1	ENSG00000280011	1	1.696647418	0.621019263	2.7320367	0.006294413	0.037366199
ENSG00000234040.3	ENSG00000234040	3	1.696541982	0.587426407	2.888092808	0.003875855	0.026368044
